I,Q
0.747825,0.734964
-0.792783,0.649109
-0.850006,0.506288
0.592284,-0.712658
-0.663032,0.75149
-0.710214,-0.590247
-0.61089,-0.830299
-0.748038,-0.623391
-0.780389,-0.679611
-0.630572,0.833819
-0.861237,0.532848
-0.904803,0.747567
-0.770664,-0.431631
0.636921,0.727032
0.663625,0.693224
-0.685398,-0.668843
0.76732,0.754765
0.670047,-0.706974
0.526298,-0.825954
-0.615897,-0.773805
0.657288,-0.770699
-0.683192,-0.838166
0.625259,0.953138
-0.881206,-0.527218
-0.744116,-0.695555
-0.775904,0.714704
-0.714344,0.640363
-0.628481,0.544059
-0.67739,-0.755918
0.936899,0.777496
0.608697,-0.764871
-0.699128,-0.792107
-0.831605,0.697087
0.661871,0.62315
-0.714239,-0.683668
-0.578164,-0.743432
-0.593262,-0.592661
-0.67101,-0.675196
-0.790083,-0.663166
0.728335,-0.772725
0.692474,-0.675155
-0.735895,-0.615514
-0.59209,-0.68949
-0.657787,-0.724449
0.758096,-0.661809
-0.787181,-0.620603
0.570848,0.624943
0.617098,-0.533573
-0.677514,0.658233
-0.666203,0.778544
-0.860317,0.656845
-0.766175,-0.714353
0.625976,-0.778697
0.669266,-0.754179
-0.621165,0.682379
-0.687334,-0.766751
0.618891,-0.637972
-0.667149,0.710052
-0.771018,-0.744193
0.655442,-0.730131
-0.537836,-0.574735
0.625117,0.601909
0.749958,-0.536108
0.639007,-0.769832
0.807585,-0.670253
0.638043,0.848041
-0.771389,0.683843
-0.863027,-0.62427
0.751992,-0.661923
-0.798527,-0.611356
-0.640814,0.740155
-0.68874,-0.702105
-0.800264,0.784714
0.660616,0.68966
-0.653071,0.626164
0.676376,-0.589094
-0.6416,-0.623039
0.617984,0.544818
-0.849549,-0.866646
-0.697553,-0.6942
0.593896,-0.816222
0.563504,0.849793
-0.787699,0.569514
0.810942,0.692496
0.661423,0.739282
0.808951,0.647037
0.65184,-0.538092
-0.518981,0.866338
-0.761918,-0.755654
0.715469,0.661053
-0.769911,0.544755
0.869572,-0.632283
-0.721953,-0.659842
-0.820488,-0.714963
0.684575,0.877466
-0.827668,0.650977
-0.582682,0.774918
0.755533,-0.918586
0.818474,0.703782
0.711108,0.62832
-0.784916,0.816909
-0.822513,0.742949
-0.491234,-0.860932
0.794522,0.56235
-0.750072,-0.702457
0.694385,0.70535
-0.737518,-0.615065
0.66295,0.734497
0.555079,0.620661
-0.804523,0.912309
-0.789166,0.648782
-0.699592,0.816872
-0.896329,-0.759406
0.650587,0.796783
0.967459,-0.721645
0.765691,0.720507
-0.660153,0.68873
-0.769649,-0.739263
0.72673,-0.717002
0.697427,-0.664084
-0.921403,-0.614633
-0.715258,-0.597823
-0.669804,-0.814232
-0.729553,0.417342
0.772243,-0.68924
0.745779,-0.695955
0.542255,-0.632938
0.398917,-0.798441
0.693436,-0.722789
-0.774968,-0.657459
0.764484,-0.481037
-0.687554,-0.661744
-0.708399,-0.595077
-0.775406,0.643494
-0.830465,0.622018
0.943033,0.487505
-0.758188,0.690789
-0.542098,-0.808095
-0.614803,0.626224
-0.684355,-0.708878
0.785739,0.638614
-0.736985,0.742585
0.757478,-0.628889
-0.735062,-0.703884
-0.785383,-0.650353
0.735552,-0.571269
0.56881,-0.753273
0.763527,-0.622665
-0.763736,0.58626
0.638038,-0.684267
0.757756,0.62937
-0.768299,0.904208
-0.637962,-0.785261
-0.820582,-0.744009
-0.661794,-0.794838
-0.83979,0.592496
0.845727,-0.772047
0.543328,-0.728272
-0.78334,-0.850285
0.637379,-0.793812
0.433601,-0.850729
-0.377555,-0.693166
0.724073,0.817137
0.72007,-0.636991
0.815438,0.726437
-0.800136,-0.623517
-0.781368,0.712078
-0.779657,-0.707569
-0.759079,-0.875201
0.745607,0.800728
0.869945,0.717795
0.777334,-0.719823
0.72264,0.643409
0.72759,0.762821
-0.722431,-0.566967
0.895441,-0.630956
-0.625278,-0.675555
0.700499,0.807571
0.705934,-0.869557
-0.696415,0.726283
0.870811,-0.756569
-0.61624,0.681055
-0.736504,-0.848522
0.692699,-0.669621
-0.817944,0.781241
-0.918677,-0.71032
0.778944,-0.663962
-0.691115,0.661341
-0.581454,0.924355
-0.610427,-0.768028
0.783364,-0.711262
-0.634862,-0.470246
-0.767495,0.654399
0.783003,-0.813762
0.796468,-0.548471
-0.546087,-0.611486
-0.754382,-0.580347
-0.843462,-0.59959
0.57569,-0.645881
-0.790922,0.521844
-0.696986,0.783551
0.725278,0.581452
-0.840472,0.765577
0.58014,0.826478
-0.865002,-0.556738
-0.567289,0.685073
